"name","count","party","date","sample_articles"
"labour","79","clegg","201211","38"
"leveson","74","clegg","201211","38"
"one","69","clegg","201211","38"
"party","65","clegg","201211","38"
"new","62","clegg","201211","38"
"also","59","clegg","201211","38"
"britain","59","clegg","201211","38"
"budget","56","clegg","201211","38"
"people","54","clegg","201211","38"
"coalition","54","clegg","201211","38"
"european","52","clegg","201211","38"
"uk","52","clegg","201211","38"
"could","50","clegg","201211","38"
"nick","47","clegg","201211","38"
"independent","46","clegg","201211","38"
"secretary","45","clegg","201211","38"
"statutory","45","clegg","201211","38"
"europe","43","clegg","201211","38"
"year","42","clegg","201211","38"
"british","41","clegg","201211","38"
"support","40","clegg","201211","38"
"tory","40","clegg","201211","38"
"way","39","clegg","201211","38"
"system","39","clegg","201211","38"
"david","38","clegg","201211","38"
"powers","38","clegg","201211","38"
"make","38","clegg","201211","38"
"deputy","38","clegg","201211","38"
"time","37","clegg","201211","38"
"media","36","clegg","201211","38"
"commons","35","clegg","201211","38"
"energy","35","clegg","201211","38"
"lib","35","clegg","201211","38"
"work","34","clegg","201211","38"
"public","34","clegg","201211","38"
"last","33","clegg","201211","38"
"need","33","clegg","201211","38"
"made","33","clegg","201211","38"
"even","32","clegg","201211","38"
"told","31","clegg","201211","38"
"law","31","clegg","201211","38"
"report","31","clegg","201211","38"
"industry","31","clegg","201211","38"
"two","31","clegg","201211","38"
"lord","30","clegg","201211","38"
"right","30","clegg","201211","38"
"legislation","30","clegg","201211","38"
"liberal","30","clegg","201211","38"
"first","29","clegg","201211","38"
"say","29","clegg","201211","38"
"next","29","clegg","201211","38"
"says","28","clegg","201211","38"
"living","28","clegg","201211","38"
"want","27","clegg","201211","38"
"tories","27","clegg","201211","38"
"speech","27","clegg","201211","38"
"back","27","clegg","201211","38"
"wage","26","clegg","201211","38"
"many","26","clegg","201211","38"
"week","26","clegg","201211","38"
"real","26","clegg","201211","38"
"regulator","25","clegg","201211","38"
"conservative","25","clegg","201211","38"
"political","25","clegg","201211","38"
"leave","24","clegg","201211","38"
"years","24","clegg","201211","38"
"vote","24","clegg","201211","38"
"yes","23","clegg","201211","38"
"change","23","clegg","201211","38"
"may","23","clegg","201211","38"
"state","23","clegg","201211","38"
"going","23","clegg","201211","38"
"issue","23","clegg","201211","38"
"set","23","clegg","201211","38"
"miliband","23","clegg","201211","38"
"us","23","clegg","201211","38"
"power","23","clegg","201211","38"
"whether","23","clegg","201211","38"
"london","22","clegg","201211","38"
"newspapers","22","clegg","201211","38"
"leader","22","clegg","201211","38"
"put","22","clegg","201211","38"
"self","22","clegg","201211","38"
"cut","22","clegg","201211","38"
"politicians","22","clegg","201211","38"
"position","22","clegg","201211","38"
"office","21","clegg","201211","38"
"union","21","clegg","201211","38"
"working","21","clegg","201211","38"
"dem","21","clegg","201211","38"
"cameron","498","cameron","201212","132"
"said","482","cameron","201212","132"
"would","408","cameron","201212","132"
"minister","276","cameron","201212","132"
"government","273","cameron","201212","132"
"one","258","cameron","201212","132"
"prime","236","cameron","201212","132"
"britain","227","cameron","201212","132"
"people","211","cameron","201212","132"
"year","207","cameron","201212","132"
"new","203","cameron","201212","132"
"eu","202","cameron","201212","132"
"labour","196","cameron","201212","132"
"party","193","cameron","201212","132"
"also","182","cameron","201212","132"
"uk","180","cameron","201212","132"
"david","174","cameron","201212","132"
"press","168","cameron","201212","132"
"time","167","cameron","201212","132"
"british","163","cameron","201212","132"
"public","155","cameron","201212","132"
"could","150","cameron","201212","132"
"leveson","142","cameron","201212","132"
"report","141","cameron","201212","132"
"like","137","cameron","201212","132"
"europe","135","cameron","201212","132"
"think","126","cameron","201212","132"
"political","126","cameron","201212","132"
"european","125","cameron","201212","132"
"two","125","cameron","201212","132"
"last","123","cameron","201212","132"
"say","120","cameron","201212","132"
"policy","112","cameron","201212","132"
"us","109","cameron","201212","132"
"next","108","cameron","201212","132"
"way","107","cameron","201212","132"
"says","107","cameron","201212","132"
"back","105","cameron","201212","132"
"years","101","cameron","201212","132"
"work","99","cameron","201212","132"
"make","99","cameron","201212","132"
"may","95","cameron","201212","132"
"going","94","cameron","201212","132"
"coalition","93","cameron","201212","132"
"miliband","92","cameron","201212","132"
"get","92","cameron","201212","132"
"tory","91","cameron","201212","132"
"secretary","91","cameron","201212","132"
"want","90","cameron","201212","132"
"well","90","cameron","201212","132"
"good","89","cameron","201212","132"
"police","88","cameron","201212","132"
"country","87","cameron","201212","132"
"see","87","cameron","201212","132"
"three","87","cameron","201212","132"
"since","87","cameron","201212","132"
"need","86","cameron","201212","132"
"many","85","cameron","201212","132"
"even","85","cameron","201212","132"
"much","84","cameron","201212","132"
"support","84","cameron","201212","132"
"first","84","cameron","201212","132"
"take","83","cameron","201212","132"
"told","82","cameron","201212","132"
"lord","79","cameron","201212","132"
"law","79","cameron","201212","132"
"made","79","cameron","201212","132"
"clegg","78","cameron","201212","132"
"marriage","78","cameron","201212","132"
"still","76","cameron","201212","132"
"royal","76","cameron","201212","132"
"cabinet","75","cameron","201212","132"
"state","74","cameron","201212","132"
"osborne","73","cameron","201212","132"
"10","73","cameron","201212","132"
"commission","72","cameron","201212","132"
"world","71","cameron","201212","132"
"finucane","70","cameron","201212","132"
"yet","70","cameron","201212","132"
"gay","70","cameron","201212","132"
"former","69","cameron","201212","132"
"ministers","69","cameron","201212","132"
"queen","69","cameron","201212","132"
"set","68","cameron","201212","132"
"economic","67","cameron","201212","132"
"go","67","cameron","201212","132"
"mps","66","cameron","201212","132"
"editors","66","cameron","201212","132"
"miller","65","cameron","201212","132"
"street","65","cameron","201212","132"
"act","64","cameron","201212","132"
"point","64","cameron","201212","132"
"come","64","cameron","201212","132"
"week","64","cameron","201212","132"
"big","63","cameron","201212","132"
"plans","62","cameron","201212","132"
"including","62","cameron","201212","132"
"hunt","62","cameron","201212","132"
"might","62","cameron","201212","132"
"know","62","cameron","201212","132"
"clegg","172","clegg","201212","49"
"would","152","clegg","201212","49"
"party","136","clegg","201212","49"
"said","117","clegg","201212","49"
"lib","106","clegg","201212","49"
"year","105","clegg","201212","49"
"government","102","clegg","201212","49"
"labour","101","clegg","201212","49"
"cameron","95","clegg","201212","49"
"coalition","91","clegg","201212","49"
"people","86","clegg","201212","49"
"one","84","clegg","201212","49"
"also","79","clegg","201212","49"
"liberal","77","clegg","201212","49"
"britain","74","clegg","201212","49"
"minister","68","clegg","201212","49"
"nick","65","clegg","201212","49"
"dems","64","clegg","201212","49"
"need","63","clegg","201212","49"
"press","63","clegg","201212","49"
"new","62","clegg","201212","49"
"bill","62","clegg","201212","49"
"could","57","clegg","201212","49"
"eu","56","clegg","201212","49"
"living","56","clegg","201212","49"
"prime","56","clegg","201212","49"
"may","55","clegg","201212","49"
"three","53","clegg","201212","49"
"osborne","51","clegg","201212","49"
"wage","49","clegg","201212","49"
"work","48","clegg","201212","49"
"home","48","clegg","201212","49"
"two","47","clegg","201212","49"
"benefits","47","clegg","201212","49"
"political","47","clegg","201212","49"
"time","46","clegg","201212","49"
"election","45","clegg","201212","49"
"says","45","clegg","201212","49"
"leveson","45","clegg","201212","49"
"much","44","clegg","201212","49"
"right","44","clegg","201212","49"
"welfare","44","clegg","201212","49"
"public","44","clegg","201212","49"
"next","43","clegg","201212","49"
"say","42","clegg","201212","49"
"europe","42","clegg","201212","49"
"report","42","clegg","201212","49"
"office","41","clegg","201212","49"
"economy","41","clegg","201212","49"
"make","40","clegg","201212","49"
"tory","40","clegg","201212","49"
"dem","40","clegg","201212","49"
"david","39","clegg","201212","49"
"european","38","clegg","201212","49"
"cuts","38","clegg","201212","49"
"british","38","clegg","201212","49"
"committee","38","clegg","201212","49"
"miliband","38","clegg","201212","49"
"even","37","clegg","201212","49"
"legislation","37","clegg","201212","49"
"many","37","clegg","201212","49"
"back","37","clegg","201212","49"
"without","36","clegg","201212","49"
"democrats","36","clegg","201212","49"
"policy","35","clegg","201212","49"
"last","35","clegg","201212","49"
"pay","35","clegg","201212","49"
"law","34","clegg","201212","49"
"data","34","clegg","201212","49"
"royal","33","clegg","201212","49"
"working","33","clegg","201212","49"
"tories","33","clegg","201212","49"
"parties","33","clegg","201212","49"
"economic","33","clegg","201212","49"
"tax","33","clegg","201212","49"
"leader","33","clegg","201212","49"
"secretary","32","clegg","201212","49"
"support","32","clegg","201212","49"
"years","32","clegg","201212","49"
"benefit","32","clegg","201212","49"
"charter","31","clegg","201212","49"
"like","31","clegg","201212","49"
"voters","30","clegg","201212","49"
"good","30","clegg","201212","49"
"conservatives","30","clegg","201212","49"
"lord","29","clegg","201212","49"
"budget","29","clegg","201212","49"
"statement","29","clegg","201212","49"
"think","28","clegg","201212","49"
"get","28","clegg","201212","49"
"communications","28","clegg","201212","49"
"made","28","clegg","201212","49"
"security","27","clegg","201212","49"
"way","27","clegg","201212","49"
"first","27","clegg","201212","49"
"mps","27","clegg","201212","49"
"look","27","clegg","201212","49"
"deputy","27","clegg","201212","49"
"parliament","27","clegg","201212","49"
"still","26","clegg","201212","49"
"cameron","1243","cameron","201301","231"
"said","1115","cameron","201301","231"
"eu","842","cameron","201301","231"
"would","803","cameron","201301","231"
"britain","791","cameron","201301","231"
"europe","637","cameron","201301","231"
"minister","629","cameron","201301","231"
"prime","570","cameron","201301","231"
"one","502","cameron","201301","231"
"government","477","cameron","201301","231"
"british","467","cameron","201301","231"
"uk","459","cameron","201301","231"
"european","445","cameron","201301","231"
"people","426","cameron","201301","231"
"referendum","376","cameron","201301","231"
"david","360","cameron","201301","231"
"new","342","cameron","201301","231"
"party","328","cameron","201301","231"
"speech","320","cameron","201301","231"
"also","310","cameron","201301","231"
"us","310","cameron","201301","231"
"could","293","cameron","201301","231"
"time","281","cameron","201301","231"
"political","260","cameron","201301","231"
"years","247","cameron","201301","231"
"algerian","243","cameron","201301","231"
"want","242","cameron","201301","231"
"union","241","cameron","201301","231"
"say","240","cameron","201301","231"
"make","233","cameron","201301","231"
"year","230","cameron","201301","231"
"labour","229","cameron","201301","231"
"last","228","cameron","201301","231"
"post","225","cameron","201301","231"
"close","225","cameron","201301","231"
"like","220","cameron","201301","231"
"country","219","cameron","201301","231"
"world","217","cameron","201301","231"
"tax","217","cameron","201301","231"
"two","213","cameron","201301","231"
"right","209","cameron","201301","231"
"need","206","cameron","201301","231"
"way","202","cameron","201301","231"
"even","201","cameron","201301","231"
"think","195","cameron","201301","231"
"may","193","cameron","201301","231"
"expand","192","cameron","201301","231"
"single","188","cameron","201301","231"
"get","187","cameron","201301","231"
"next","184","cameron","201301","231"
"tory","181","cameron","201301","231"
"back","179","cameron","201301","231"
"group","178","cameron","201301","231"
"much","175","cameron","201301","231"
"well","174","cameron","201301","231"
"many","171","cameron","201301","231"
"m","171","cameron","201301","231"
"national","171","cameron","201301","231"
"countries","171","cameron","201301","231"
"says","170","cameron","201301","231"
"first","169","cameron","201301","231"
"made","167","cameron","201301","231"
"market","165","cameron","201301","231"
"treaty","163","cameron","201301","231"
"10","160","cameron","201301","231"
"told","159","cameron","201301","231"
"support","158","cameron","201301","231"
"23","157","cameron","201301","231"
"crisis","156","cameron","201301","231"
"foreign","155","cameron","201301","231"
"still","152","cameron","201301","231"
"7","151","cameron","201301","231"
"coalition","150","cameron","201301","231"
"long","150","cameron","201301","231"
"whether","150","cameron","201301","231"
"economic","148","cameron","201301","231"
"change","146","cameron","201301","231"
"membership","145","cameron","201301","231"
"election","145","cameron","201301","231"
"mali","145","cameron","201301","231"
"al","143","cameron","201301","231"
"23pm","143","cameron","201301","231"
"put","143","cameron","201301","231"
"future","141","cameron","201301","231"
"week","140","cameron","201301","231"
"going","139","cameron","201301","231"
"eurozone","139","cameron","201301","231"
"economy","139","cameron","201301","231"
"vote","138","cameron","201301","231"
"french","138","cameron","201301","231"
"conservative","137","cameron","201301","231"
"work","136","cameron","201301","231"
"business","135","cameron","201301","231"
"set","134","cameron","201301","231"
"public","133","cameron","201301","231"
"clegg","184","clegg","201301","47"
"would","154","clegg","201301","47"
"said","153","clegg","201301","47"
"cameron","137","clegg","201301","47"
"government","127","clegg","201301","47"
"labour","123","clegg","201301","47"
"coalition","113","clegg","201301","47"
"lib","111","clegg","201301","47"
"m","107","clegg","201301","47"
"political","105","clegg","201301","47"
"party","91","clegg","201301","47"
"one","90","clegg","201301","47"
"minister","74","clegg","201301","47"
"nick","73","clegg","201301","47"
"referendum","70","clegg","201301","47"
"election","69","clegg","201301","47"
"prime","63","clegg","201301","47"
"people","59","clegg","201301","47"
"next","58","clegg","201301","47"
"journalist","57","clegg","201301","47"
"time","55","clegg","201301","47"
"dem","54","clegg","201301","47"
"also","54","clegg","201301","47"
"dems","53","clegg","201301","47"
"liberal","52","clegg","201301","47"
"david","51","clegg","201301","47"
"britain","51","clegg","201301","47"
"leader","51","clegg","201301","47"
"may","50","clegg","201301","47"
"new","49","clegg","201301","47"
"europe","49","clegg","201301","47"
"editor","47","clegg","201301","47"
"year","47","clegg","201301","47"
"eu","46","clegg","201301","47"
"two","46","clegg","201301","47"
"make","45","clegg","201301","47"
"could","43","clegg","201301","47"
"years","41","clegg","201301","47"
"first","41","clegg","201301","47"
"miliband","41","clegg","201301","47"
"economy","40","clegg","201301","47"
"lords","39","clegg","201301","47"
"vote","39","clegg","201301","47"
"review","39","clegg","201301","47"
"mps","39","clegg","201301","47"
"tories","38","clegg","201301","47"
"children","38","clegg","201301","47"
"last","38","clegg","201301","47"
"reform","37","clegg","201301","47"
"think","36","clegg","201301","47"
"well","36","clegg","201301","47"
"work","35","clegg","201301","47"
"childcare","35","clegg","201301","47"
"working","35","clegg","201301","47"
"tory","35","clegg","201301","47"
"need","35","clegg","201301","47"
"policy","34","clegg","201301","47"
"public","34","clegg","201301","47"
"benefits","34","clegg","201301","47"
"school","33","clegg","201301","47"
"want","33","clegg","201301","47"
"parties","33","clegg","201301","47"
"uk","33","clegg","201301","47"
"right","32","clegg","201301","47"
"parliament","32","clegg","201301","47"
"made","32","clegg","201301","47"
"conservatives","31","clegg","201301","47"
"european","31","clegg","201301","47"
"get","31","clegg","201301","47"
"good","31","clegg","201301","47"
"deputy","31","clegg","201301","47"
"tax","31","clegg","201301","47"
"way","30","clegg","201301","47"
"say","30","clegg","201301","47"
"house","30","clegg","201301","47"
"set","30","clegg","201301","47"
"cuts","30","clegg","201301","47"
"ve","29","clegg","201301","47"
"like","29","clegg","201301","47"
"going","28","clegg","201301","47"
"seats","28","clegg","201301","47"
"1","27","clegg","201301","47"
"f","27","clegg","201301","47"
"big","27","clegg","201301","47"
"us","27","clegg","201301","47"
"changes","26","clegg","201301","47"
"much","26","clegg","201301","47"
"daily","26","clegg","201301","47"
"sunday","26","clegg","201301","47"
"times","26","clegg","201301","47"
"many","26","clegg","201301","47"
"conservative","26","clegg","201301","47"
"since","26","clegg","201301","47"
"whether","26","clegg","201301","47"
"re","25","clegg","201301","47"
"welfare","25","clegg","201301","47"
"question","25","clegg","201301","47"
"even","24","clegg","201301","47"
"news","24","clegg","201301","47"
"three","24","clegg","201301","47"
"cameron","719","cameron","201302","152"
"said","577","cameron","201302","152"
"would","399","cameron","201302","152"
"minister","383","cameron","201302","152"
"prime","334","cameron","201302","152"
"eu","323","cameron","201302","152"
"one","305","cameron","201302","152"
"party","300","cameron","201302","152"
"government","296","cameron","201302","152"
"budget","259","cameron","201302","152"
"labour","239","cameron","201302","152"
"britain","237","cameron","201302","152"
"people","230","cameron","201302","152"
"david","230","cameron","201302","152"
"uk","212","cameron","201302","152"
"british","200","cameron","201302","152"
"could","194","cameron","201302","152"
"tory","193","cameron","201302","152"
"also","191","cameron","201302","152"
"new","190","cameron","201302","152"
"share","182","cameron","201302","152"
"time","175","cameron","201302","152"
"press","174","cameron","201302","152"
"india","165","cameron","201302","152"
"like","163","cameron","201302","152"
"last","162","cameron","201302","152"
"public","149","cameron","201302","152"
"marriage","148","cameron","201302","152"
"two","142","cameron","201302","152"
"first","140","cameron","201302","152"
"year","137","cameron","201302","152"
"deal","132","cameron","201302","152"
"make","130","cameron","201302","152"
"tax","128","cameron","201302","152"
"vote","127","cameron","201302","152"
"much","123","cameron","201302","152"
"say","119","cameron","201302","152"
"years","118","cameron","201302","152"
"mps","117","cameron","201302","152"
"may","117","cameron","201302","152"
"defence","113","cameron","201302","152"
"many","112","cameron","201302","152"
"political","111","cameron","201302","152"
"think","111","cameron","201302","152"
"european","110","cameron","201302","152"
"spending","109","cameron","201302","152"
"even","108","cameron","201302","152"
"country","107","cameron","201302","152"
"conservative","107","cameron","201302","152"
"get","107","cameron","201302","152"
"good","105","cameron","201302","152"
"aid","104","cameron","201302","152"
"us","103","cameron","201302","152"
"made","103","cameron","201302","152"
"right","100","cameron","201302","152"
"back","98","cameron","201302","152"
"next","97","cameron","201302","152"
"world","96","cameron","201302","152"
"need","96","cameron","201302","152"
"still","95","cameron","201302","152"
"cut","95","cameron","201302","152"
"work","94","cameron","201302","152"
"well","94","cameron","201302","152"
"support","92","cameron","201302","152"
"close","92","cameron","201302","152"
"miliband","91","cameron","201302","152"
"way","91","cameron","201302","152"
"told","89","cameron","201302","152"
"gay","89","cameron","201302","152"
"bill","89","cameron","201302","152"
"economic","86","cameron","201302","152"
"election","86","cameron","201302","152"
"tories","86","cameron","201302","152"
"post","85","cameron","201302","152"
"leveson","84","cameron","201302","152"
"secretary","84","cameron","201302","152"
"long","84","cameron","201302","152"
"re","83","cameron","201302","152"
"6","83","cameron","201302","152"
"cuts","82","cameron","201302","152"
"leaders","82","cameron","201302","152"
"europe","82","cameron","201302","152"
"see","81","cameron","201302","152"
"lib","81","cameron","201302","152"
"coalition","79","cameron","201302","152"
"go","79","cameron","201302","152"
"council","79","cameron","201302","152"
"says","79","cameron","201302","152"
"policy","78","cameron","201302","152"
"week","78","cameron","201302","152"
"parliament","77","cameron","201302","152"
"national","76","cameron","201302","152"
"take","74","cameron","201302","152"
"indian","74","cameron","201302","152"
"issue","73","cameron","201302","152"
"state","73","cameron","201302","152"
"party","288","clegg","201302","48"
"said","229","clegg","201302","48"
"clegg","218","clegg","201302","48"
"rennard","174","clegg","201302","48"
"lib","156","clegg","201302","48"
"allegations","131","clegg","201302","48"
"would","109","clegg","201302","48"
"one","99","clegg","201302","48"
"tax","89","clegg","201302","48"
"nick","86","clegg","201302","48"
"labour","84","clegg","201302","48"
"liberal","80","clegg","201302","48"
"dems","79","clegg","201302","48"
"dem","76","clegg","201302","48"
"people","74","clegg","201302","48"
"eastleigh","71","clegg","201302","48"
"women","71","clegg","201302","48"
"chief","70","clegg","201302","48"
"made","68","clegg","201302","48"
"lord","64","clegg","201302","48"
"byelection","62","clegg","201302","48"
"4","57","clegg","201302","48"
"huhne","57","clegg","201302","48"
"also","57","clegg","201302","48"
"time","53","clegg","201302","48"
"coalition","53","clegg","201302","48"
"former","51","clegg","201302","48"
"chris","51","clegg","201302","48"
"specific","49","clegg","201302","48"
"channel","49","clegg","201302","48"
"minister","49","clegg","201302","48"
"government","48","clegg","201302","48"
"years","47","clegg","201302","48"
"cameron","47","clegg","201302","48"
"concerns","47","clegg","201302","48"
"leader","47","clegg","201302","48"
"care","43","clegg","201302","48"
"last","43","clegg","201302","48"
"think","42","clegg","201302","48"
"democrats","42","clegg","201302","48"
"know","42","clegg","201302","48"
"make","41","clegg","201302","48"
"local","41","clegg","201302","48"
"could","40","clegg","201302","48"
"behaviour","40","clegg","201302","48"
"two","40","clegg","201302","48"
"put","39","clegg","201302","48"
"claims","38","clegg","201302","48"
"political","38","clegg","201302","48"
"press","38","clegg","201302","48"
"told","37","clegg","201302","48"
"news","37","clegg","201302","48"
"tory","37","clegg","201302","48"
"public","37","clegg","201302","48"
"prime","36","clegg","201302","48"
"executive","36","clegg","201302","48"
"office","35","clegg","201302","48"
"deputy","35","clegg","201302","48"
"election","34","clegg","201302","48"
"vote","34","clegg","201302","48"
"ukip","34","clegg","201302","48"
"first","33","clegg","201302","48"
"complaints","33","clegg","201302","48"
"week","33","clegg","201302","48"
"sexual","33","clegg","201302","48"
"tories","32","clegg","201302","48"
"like","32","clegg","201302","48"
"democrat","31","clegg","201302","48"
"say","31","clegg","201302","48"
"show","31","clegg","201302","48"
"get","31","clegg","201302","48"
"well","31","clegg","201302","48"
"saying","29","clegg","201302","48"
"asked","29","clegg","201302","48"
"us","29","clegg","201302","48"
"general","29","clegg","201302","48"
"candidate","28","clegg","201302","48"
"come","28","clegg","201302","48"
"want","27","clegg","201302","48"
"thing","27","clegg","201302","48"
"politics","27","clegg","201302","48"
"ago","27","clegg","201302","48"
"pay","27","clegg","201302","48"
"campaign","26","clegg","201302","48"
"mp","26","clegg","201302","48"
"seat","26","clegg","201302","48"
"issue","26","clegg","201302","48"
"alexander","26","clegg","201302","48"
"home","26","clegg","201302","48"
"even","25","clegg","201302","48"
"going","25","clegg","201302","48"
"media","25","clegg","201302","48"
"health","25","clegg","201302","48"
"mansion","24","clegg","201302","48"
"secretary","24","clegg","201302","48"
"take","24","clegg","201302","48"
"senior","24","clegg","201302","48"
"nothing","24","clegg","201302","48"
"2010","24","clegg","201302","48"
"cameron","596","cameron","201303","146"
"said","593","cameron","201303","146"
"would","512","cameron","201303","146"
"labour","399","cameron","201303","146"
"press","390","cameron","201303","146"
"party","330","cameron","201303","146"
"minister","328","cameron","201303","146"
"government","317","cameron","201303","146"
"prime","292","cameron","201303","146"
"one","288","cameron","201303","146"
"people","266","cameron","201303","146"
"new","245","cameron","201303","146"
"also","196","cameron","201303","146"
"tory","190","cameron","201303","146"
"david","186","cameron","201303","146"
"leveson","181","cameron","201303","146"
"last","176","cameron","201303","146"
"may","168","cameron","201303","146"
"charter","164","cameron","201303","146"
"right","162","cameron","201303","146"
"ukip","157","cameron","201303","146"
"uk","156","cameron","201303","146"
"royal","154","cameron","201303","146"
"political","153","cameron","201303","146"
"two","148","cameron","201303","146"
"miliband","143","cameron","201303","146"
"could","143","cameron","201303","146"
"time","142","cameron","201303","146"
"tories","140","cameron","201303","146"
"way","137","cameron","201303","146"
"like","136","cameron","201303","146"
"britain","131","cameron","201303","146"
"lib","128","cameron","201303","146"
"regulation","126","cameron","201303","146"
"vote","124","cameron","201303","146"
"years","123","cameron","201303","146"
"support","122","cameron","201303","146"
"public","122","cameron","201303","146"
"budget","121","cameron","201303","146"
"secretary","119","cameron","201303","146"
"conservative","118","cameron","201303","146"
"work","117","cameron","201303","146"
"made","116","cameron","201303","146"
"year","113","cameron","201303","146"
"even","113","cameron","201303","146"
"think","112","cameron","201303","146"
"system","111","cameron","201303","146"
"regulator","110","cameron","201303","146"
"mps","110","cameron","201303","146"
"clegg","110","cameron","201303","146"
"make","110","cameron","201303","146"
"us","108","cameron","201303","146"
"tax","108","cameron","201303","146"
"back","107","cameron","201303","146"
"says","107","cameron","201303","146"
"economy","106","cameron","201303","146"
"election","106","cameron","201303","146"
"leader","106","cameron","201303","146"
"eastleigh","105","cameron","201303","146"
"economic","105","cameron","201303","146"
"talks","104","cameron","201303","146"
"eu","103","cameron","201303","146"
"get","101","cameron","201303","146"
"immigration","100","cameron","201303","146"
"osborne","99","cameron","201303","146"
"much","98","cameron","201303","146"
"still","98","cameron","201303","146"
"put","98","cameron","201303","146"
"week","98","cameron","201303","146"
"nhs","97","cameron","201303","146"
"say","96","cameron","201303","146"
"deal","96","cameron","201303","146"
"speech","95","cameron","201303","146"
"share","95","cameron","201303","146"
"bill","95","cameron","201303","146"
"growth","94","cameron","201303","146"
"country","93","cameron","201303","146"
"many","93","cameron","201303","146"
"parties","93","cameron","201303","146"
"going","92","cameron","201303","146"
"cuts","92","cameron","201303","146"
"first","92","cameron","201303","146"
"three","91","cameron","201303","146"
"10","91","cameron","201303","146"
"industry","90","cameron","201303","146"
"british","90","cameron","201303","146"
"newspaper","89","cameron","201303","146"
"liberal","88","cameron","201303","146"
"come","88","cameron","201303","146"
"go","87","cameron","201303","146"
"ministers","86","cameron","201303","146"
"monday","86","cameron","201303","146"
"spending","85","cameron","201303","146"
"next","85","cameron","201303","146"
"future","83","cameron","201303","146"
"media","82","cameron","201303","146"
"politicians","82","cameron","201303","146"
"today","82","cameron","201303","146"
"take","81","cameron","201303","146"
"party","266","clegg","201303","60"
"said","243","clegg","201303","60"
"clegg","215","clegg","201303","60"
"would","207","clegg","201303","60"
"labour","197","clegg","201303","60"
"cameron","189","clegg","201303","60"
"press","180","clegg","201303","60"
"lib","145","clegg","201303","60"
"minister","120","clegg","201303","60"
"government","112","clegg","201303","60"
"one","109","clegg","201303","60"
"charter","104","clegg","201303","60"
"liberal","104","clegg","201303","60"
"bill","97","clegg","201303","60"
"royal","96","clegg","201303","60"
"prime","94","clegg","201303","60"
"new","86","clegg","201303","60"
"people","81","clegg","201303","60"
"dems","80","clegg","201303","60"
"miliband","78","clegg","201303","60"
"regulation","76","clegg","201303","60"
"also","73","clegg","201303","60"
"could","71","clegg","201303","60"
"vote","69","clegg","201303","60"
"time","66","clegg","201303","60"
"two","66","clegg","201303","60"
"dem","65","clegg","201303","60"
"make","64","clegg","201303","60"
"nick","64","clegg","201303","60"
"leader","64","clegg","201303","60"
"eastleigh","63","clegg","201303","60"
"system","62","clegg","201303","60"
"talks","59","clegg","201303","60"
"ukip","57","clegg","201303","60"
"way","57","clegg","201303","60"
"still","56","clegg","201303","60"
"regulator","55","clegg","201303","60"
"coalition","55","clegg","201303","60"
"courts","54","clegg","201303","60"
"newspaper","54","clegg","201303","60"
"last","53","clegg","201303","60"
"mps","52","clegg","201303","60"
"political","52","clegg","201303","60"
"support","51","clegg","201303","60"
"leveson","51","clegg","201303","60"
"deal","51","clegg","201303","60"
"democrats","50","clegg","201303","60"
"industry","49","clegg","201303","60"
"tory","49","clegg","201303","60"
"even","49","clegg","201303","60"
"commons","48","clegg","201303","60"
"going","48","clegg","201303","60"
"david","48","clegg","201303","60"
"think","48","clegg","201303","60"
"right","47","clegg","201303","60"
"monday","47","clegg","201303","60"
"tories","47","clegg","201303","60"
"like","46","clegg","201303","60"
"says","46","clegg","201303","60"
"public","44","clegg","201303","60"
"nhs","44","clegg","201303","60"
"hacked","43","clegg","201303","60"
"want","42","clegg","201303","60"
"much","42","clegg","201303","60"
"get","42","clegg","201303","60"
"come","42","clegg","201303","60"
"say","41","clegg","201303","60"
"cable","41","clegg","201303","60"
"school","40","clegg","201303","60"
"made","40","clegg","201303","60"
"lord","39","clegg","201303","60"
"years","39","clegg","201303","60"
"year","39","clegg","201303","60"
"deputy","39","clegg","201303","60"
"saying","38","clegg","201303","60"
"parliament","38","clegg","201303","60"
"secretary","38","clegg","201303","60"
"ed","38","clegg","201303","60"
"three","38","clegg","201303","60"
"may","38","clegg","201303","60"
"body","38","clegg","201303","60"
"conference","38","clegg","201303","60"
"former","37","clegg","201303","60"
"next","37","clegg","201303","60"
"immigration","37","clegg","201303","60"
"day","37","clegg","201303","60"
"us","36","clegg","201303","60"
"uk","36","clegg","201303","60"
"told","36","clegg","201303","60"
"conservative","36","clegg","201303","60"
"speech","36","clegg","201303","60"
"election","36","clegg","201303","60"
"statutory","36","clegg","201303","60"
"parties","35","clegg","201303","60"
"see","35","clegg","201303","60"
"democrat","35","clegg","201303","60"
"first","35","clegg","201303","60"
"regulatory","34","clegg","201303","60"
"office","34","clegg","201303","60"
"newspapers","34","clegg","201303","60"
"said","457","cameron","201304","119"
"cameron","436","cameron","201304","119"
"thatcher","397","cameron","201304","119"
"would","355","cameron","201304","119"
"minister","275","cameron","201304","119"
"one","251","cameron","201304","119"
"prime","248","cameron","201304","119"
"government","244","cameron","201304","119"
"people","228","cameron","201304","119"
"party","218","cameron","201304","119"
"labour","203","cameron","201304","119"
"britain","180","cameron","201304","119"
"also","159","cameron","201304","119"
"david","159","cameron","201304","119"
"new","142","cameron","201304","119"
"british","141","cameron","201304","119"
"like","141","cameron","201304","119"
